месяц,dgs3mo,dgs3mo_sma12,dgs3mo_флаг,dtb3,dtb3_sma12,dtb3_флаг,tb3ms,tb3ms_sma12,tb3ms_флаг,согласие,nav_конца_месяца,маршрут,записано
2026-08,3.91,3.79,ВКЛ,3.78,3.67,ВКЛ,3.72,3.68,ВКЛ,да,990175.71,F,2026-09-02
