depth,months,shape,bond,dd,dd_bh,ret,ret_bh,w,гистерезис 2%,подтверждение 2 мес,стоп −15%,стоп −20%,depth_real
-0.2,36,front,rally,-30.06076581283996,-29.294308910510946,167.6558571706876,236.22625007340145,0.0009564783170006111,-31.75866956900988,-27.166856959270604,-21.867043501408546,-25.16389110595567,-0.3
-0.2,36,front,flat,-27.157131069979656,-36.528128583083245,-10.42477639082019,7.0559423551266764,0.0008571899103915512,-26.674514261403427,-38.95627816437322,-22.838944406858356,-23.264419869137495,-0.4
-0.2,36,front,fall,-32.22330792794501,-49.93179781350494,41.04637874014407,30.654340617439367,6.950188462634198e-05,-44.8281198904356,-28.323313311409603,-20.078043456591963,-25.513980328839803,-0.5
-0.2,36,linear,rally,-29.691749102593835,-66.7311865546227,64.42271994669288,-34.72120659699789,0.0008439514561770098,-32.8383693932221,-28.87214097138829,-22.442250371283706,-25.18544924026275,-0.6
-0.2,36,linear,flat,-45.819738908207,-55.21707679585332,-27.262833075929304,-42.7339415552545,0.0018368355222676096,-37.48786570527415,-26.953986027235167,-25.876904528743196,-27.6972915824231,-0.6
-0.2,36,linear,fall,-35.65238675058453,-59.09054501712247,-8.665140055720855,-9.317119253538852,0.00034750942313171,-48.59844371418348,-33.03975426602894,-27.410822672360347,-27.78351319308693,-0.6
-0.2,36,back,rally,-36.70177227848146,-69.05007228001652,13.360583987813593,-47.76361904434605,0.0010690051778242124,-38.95228629062798,-29.9076000416782,-24.506749517767968,-27.25500642060265,-0.6
-0.2,36,back,flat,-32.79782319725895,-54.48985383892485,59.564834019032254,24.85363065046531,0.0013959949969233835,-31.06631829385821,-27.62753064247756,-22.79112283040724,-25.6239387893378,-0.5
-0.2,36,back,fall,-24.28334596877644,-36.723451091988245,188.08536615692728,339.323581722271,0.000616250043686899,-24.19935413840249,-30.86889684875489,-22.732405599295543,-25.64323858365988,-0.4
-0.2,36,saw,rally,-34.97414080316067,-40.24966671351109,97.53361491482596,137.6432011737502,0.001811682459259981,-35.24966030636973,-34.5358799587819,-25.222475160903,-28.71601178151373,-0.4
-0.2,36,saw,flat,-58.36818892498348,-61.47495436644997,-5.392147422117366,19.881915429457607,0.002816481134143668,-59.59194087042782,-51.36025522689312,-36.25871983271529,-38.88120696100091,-0.6
-0.2,36,saw,fall,-54.08677023915549,-59.69739078674742,-47.56798377722957,-20.323007105396773,0.0005328477821352885,-46.3216378734861,-36.48037753150282,-36.02091870000068,-38.67076633450075,-0.6
-0.3,1,front,rally,-52.81707272858024,-46.95530570489483,-2.041361467259706,17.07656710071621,0.0003713386407178842,-49.69745866720585,-17.818526508453846,-35.46307635580334,-38.033585556965,-0.5
-0.3,1,front,flat,-34.03095550859601,-48.42119222675595,51.72537275632023,47.90774821865777,0.0008082076297977483,-13.152397125078409,-29.68937220100806,-24.287630207004508,-26.506806315862946,-0.5
-0.3,1,front,fall,-18.63537774572965,-57.60400269597985,38.30110102043189,-32.582077232082895,0.0002548402436299206,-20.9858235606888,-17.910526056915245,-17.370654223082383,-18.626567205135192,-0.6
-0.3,1,linear,rally,-20.288095125523554,-38.38730709999562,65.29607679355726,80.79868692710801,0.00259937048502519,-21.09746966074926,-35.3813328799083,-16.793320896063456,-20.324253729886,-0.4
-0.3,1,linear,flat,-33.07649330817245,-32.38735920827555,32.88001890672763,33.172353435837664,0.013739529706561721,-32.27441148843907,-32.00651572231873,-25.01936212025695,-26.739930453212413,-0.3
-0.3,1,linear,fall,-16.218576832477915,-46.52115087874669,32.06727623497589,5.481468205086792,0.0004587124385338571,-21.98540439825146,-13.791288693921311,-15.910826107219355,-16.51096956946536,-0.5
-0.3,1,back,rally,-20.99644841377096,-51.14750718139936,94.56664922429474,12.00924576467244,0.0014110868347279603,-19.372534725269684,-19.261122408864107,-17.886791337079078,-20.277032135120358,-0.5
-0.3,1,back,flat,-29.66426950521155,-50.53878487821515,12.127546067886463,-12.568044967135862,0.003071188993231443,-19.97248334703793,-14.85607272194911,-20.9299839460124,-23.726664982508797,-0.5
-0.3,1,back,fall,-22.292956000223807,-33.53634008008235,-5.688836536321618,-10.301793264477311,0.003292535947698574,-35.20960988967199,-24.069761070172103,-20.145908552246915,-20.080109485441465,-0.3
-0.3,1,saw,rally,-21.69809968049229,-37.14734116623266,102.41494385910342,32.13525303307571,0.003985701410371958,-16.983690382914794,-20.424810630864933,-18.01139232810095,-22.113539072840627,-0.4
-0.3,1,saw,flat,-16.509736670324404,-31.501372599620105,72.62908695248902,48.74377090832165,0.021067278883394637,-33.19450915064368,-17.18925836937748,-15.937956365544114,-16.890201011074623,-0.3
-0.3,1,saw,fall,-22.153004464838432,-36.180803547795016,65.68151364910608,26.105426131322563,0.0016411711689766886,-21.01813849348776,-24.29680497949086,-18.88671065426,-22.126669681934573,-0.4
-0.3,3,front,rally,-23.059031441644585,-42.40777087438549,48.39299430647053,4.119618678824133,0.00086645682834173,-23.4490286089508,-17.609339434177606,-18.408989552887235,-21.568623878597425,-0.4
-0.3,3,front,flat,-49.91480804195035,-36.04437992159999,-41.65811958565592,-0.7921783122353698,0.0018858178028614123,-53.142306092055726,-35.68075800913877,-31.385053471497205,-33.50100903568506,-0.4
-0.3,3,front,fall,-31.45943771789044,-58.14354702435927,6.569825671669993,-17.62300728244949,0.0002548402436299206,-30.42366317685188,-31.14042479319984,-23.1670105278308,-25.8577206378679,-0.6
-0.3,3,linear,rally,-20.23940722512605,-62.37176072456043,0.7910199646970151,-53.90984460660374,0.0018566932035894216,-12.82961445992986,-17.098171008353102,-17.43318813547082,-20.30767772158144,-0.6
-0.3,3,linear,flat,-22.470565490138185,-36.20433527798159,34.72850947589294,53.645720819858255,0.0056574534085842365,-22.50447223079437,-20.663267182397423,-19.877318739859685,-21.442757848138573,-0.4
-0.3,3,linear,fall,-46.8043686490171,-32.92042683246939,-33.6383855606672,-6.461306444527793,0.0025993704850251907,-53.34530662123278,-31.36284820450817,-30.216549821935267,-33.37115768540199,-0.3
-0.3,3,back,rally,-19.81878887211259,-24.749326471864208,90.13480849168478,68.75211613352398,0.014581230625522256,-19.879669021239664,-25.86945873596578,-17.45233867382171,-20.02974529641729,-0.2
-0.3,3,back,flat,-25.37776423618424,-49.64447846615945,-19.63103470901748,-42.578072307383,0.003071188993231443,-24.01387941761649,-23.75089139257281,-15.70618282954458,-20.58899595027067,-0.5
-0.3,3,back,fall,-32.45232140505562,-41.35767390135581,22.627791530349107,41.53336719203158,0.0013557500961111778,-17.246564338103965,-24.89762142663883,-22.793552600735623,-25.5171238791021,-0.4
