depth,months,shape,bond,dd,dd_bh,ret,ret_bh,w,гистерезис 2%,подтверждение 2 мес,стоп −15%,стоп −20%,depth_real
-0.3,12,front,rally,-32.72163224798198,-24.8295053371795,-12.518891145122655,32.64320884876386,0.006627832102510116,-35.647827444079425,-25.06176474371152,-24.869636136916405,-25.779396216554677,-0.2
-0.3,12,front,flat,-20.73791463675945,-26.760754182643897,59.235595720990375,74.98058213316763,0.007910638315899172,-20.83010382356884,-20.920573834428748,-19.200221317450215,-20.833697142621094,-0.3
-0.3,12,front,fall,-32.08946437184116,-39.19070090681507,28.758193975686687,54.68759836249439,0.000616250043686899,-25.22423741624513,-30.336614381895565,-21.759166965047005,-26.2929415638945,-0.4
-0.3,12,linear,rally,-19.36955918597586,-20.1448437815851,118.9752257755702,115.64979477808916,0.01988349630753035,-26.50580912492947,-17.397880561708334,-17.337006027415512,-19.60809047890031,-0.2
-0.3,12,linear,flat,-26.1939716099632,-39.32221572422855,-16.987846738913646,-23.541230514491502,0.009771964978463683,-17.834740578158737,-14.25729502861105,-20.657068580597247,-23.5978098794148,-0.4
-0.3,12,linear,fall,-55.74309330583746,-27.14631011406613,-45.67093340608351,-7.914498203245424,0.004489821746861692,-36.870033610250005,-28.828838376968523,-34.22641506505961,-37.7048690813328,-0.3
-0.3,12,back,rally,-31.21899617691418,-32.6993350913773,41.43092349585296,51.214864351070055,0.013811546897488824,-30.104501170251087,-39.81294302119217,-20.217272167166623,-23.972351661983502,-0.3
-0.3,12,back,flat,-23.51985078798964,-43.16109122149578,32.542939706764805,32.101793074018815,0.012377822306054,-23.538067617660364,-23.76684231825341,-19.73795573467213,-22.75907668845738,-0.4
-0.3,12,back,fall,-26.880885670785304,-46.20819221798055,48.43080066643637,31.17379440075365,0.0010036072140043783,-26.357266759211385,-23.048744056777803,-19.47742707899829,-22.720824445057943,-0.5
-0.3,12,saw,rally,-49.58491553536473,-50.180060896653366,-25.79702136099179,-21.37040219609142,0.002950454290794826,-35.561354914776366,-42.09883572908466,-30.80367081772509,-32.261839586491945,-0.5
-0.3,12,saw,flat,-27.085057554691023,-61.64045485109149,69.39663714466893,-12.480642739401338,0.01070262830974594,-31.16440304067381,-27.018361347123985,-21.457371233868493,-26.013904148401124,-0.6
-0.3,12,saw,fall,-36.032823902023736,-32.94698778767018,41.05246658088228,55.438947712194064,0.0068843933451879285,-29.42130640214754,-29.43502093360556,-26.86015439031738,-29.82685685904928,-0.3
-0.3,24,front,rally,-27.65286261902992,-62.139894823465255,129.3119330182495,59.835148022902885,0.0005063708737062057,-22.745945074214767,-27.260897141992125,-19.484844226192955,-23.490917636713515,-0.6
-0.3,24,front,flat,-32.94580281610031,-42.01659625299595,33.00759574241727,63.03882233321283,0.0015429418387047922,-27.851189120396768,-32.7603564499081,-24.416495318110154,-26.00757199143753,-0.4
-0.3,24,front,fall,-30.73993564386837,-57.91679394950447,-3.5171992420136244,-37.83357889116513,0.00020850565387902595,-43.79114718153521,-36.16135648152476,-19.600398509089565,-22.65949562359824,-0.6
-0.3,24,linear,rally,-24.23339021268553,-85.94462687938844,5.2488300028921575,-73.7902766297081,0.0015191126211186172,-25.319667737984098,-30.514982818114365,-19.21123183706195,-23.280331676344225,-0.6
-0.3,24,linear,flat,-23.752457728611176,-39.02508664078306,27.03889552374521,64.95319608942162,0.0046288255161143765,-30.25358486699237,-33.292275827420866,-19.33043814820038,-23.319346319227503,-0.4
-0.3,24,linear,fall,-37.44079774373268,-41.67603789713685,4.143885233835531,37.63605126154812,0.000875723746291909,-30.818336906587984,-46.17635328099451,-25.365094325232363,-30.14256396527408,-0.4
-0.3,24,back,rally,-20.20247493317224,-52.40854166011219,83.33943093353156,19.602287909809245,0.0011545255920501494,-21.2893022617058,-18.61161414851012,-17.75881506059357,-20.3753174075904,-0.5
-0.3,24,back,flat,-23.47583764963212,-54.60343647801642,130.4721101170914,98.5283341011748,0.00251279099446209,-28.00475016530721,-26.937679128606884,-18.73686794367353,-21.755173562096207,-0.5
-0.3,24,back,fall,-33.2159131797627,-48.44899018614976,-7.060884777375187,1.196603677958974,0.0004753928908441792,-25.679780569115582,-22.17484272591326,-22.62347152642116,-25.10138068296701,-0.5
-0.3,24,saw,rally,-38.42542163183188,-56.35081621862524,59.91606483060623,-19.439789432007217,0.0023293060190485468,-54.06967863618701,-29.81614442192031,-25.14576117617401,-28.44999939124432,-0.6
-0.3,24,saw,flat,-35.915838505826784,-65.37070497300883,27.029479315258182,-1.3426090073672017,0.005069666041458602,-32.51291476478112,-20.39774971514852,-25.63429636634339,-26.25981781552802,-0.6
-0.3,24,saw,fall,-62.70431393346942,-40.26883395562273,5.135433388101696,97.19091887496502,0.0013427764109809274,-58.525305671289104,-37.62802179642208,-40.19897489454717,-43.03502097615559,-0.4
-0.3,36,front,rally,-28.90927125634812,-56.36772703093654,231.91015583791253,152.15263133654875,0.00028131715205900325,-30.29816822422148,-29.4121184581352,-24.636193660000107,-27.36314070647108,-0.6
-0.3,36,front,flat,-39.37827979347562,-70.15964741412628,47.32050245719894,-39.77435249224498,0.0006122785074225366,-25.89339746178265,-17.73015862618471,-25.97145083753952,-28.776914582579806,-0.6
-0.3,36,front,fall,-35.03765297179289,-36.80114271159116,-19.30987429307498,24.50897788864,0.00016217106412813132,-29.549308286747788,-39.74242616575621,-23.79300064328319,-26.227601723245165,-0.4
-0.3,36,linear,rally,-44.30676419934248,-45.75480231364513,60.62748466902035,115.88082316220228,0.0005063708737062058,-46.83683710595658,-31.91075809913521,-29.17069297713978,-30.751439303238094,-0.5
-0.3,36,linear,flat,-29.218488199507185,-67.71426640414708,21.50658638305356,-32.07970368460364,0.0018368355222676096,-23.78037587254392,-21.66641314054212,-17.969139831286295,-23.18626467689834,-0.6
-0.3,36,linear,fall,-32.70871131322105,-32.91564417506947,8.133152326027071,90.48697058497676,0.0011815320386478136,-32.446180608980114,-35.561836680872126,-24.373560073297877,-28.21439932124552,-0.3
-0.3,36,back,rally,-40.79110802741441,-55.42178081323155,41.42624525621101,75.82304315966586,0.0010690051778242124,-44.603289912158814,-35.521299947933606,-27.244496740034908,-29.39846054129689,-0.6
-0.3,36,back,flat,-48.29840790861949,-60.383517078396366,-41.26348293391027,-46.64776782026798,0.0023266583282056386,-39.89027043426561,-35.80583044726659,-25.123743215832704,-28.461598392402895,-0.6
-0.3,36,back,fall,-48.77565657951774,-54.36943871713602,-10.273333082792346,5.1899388219084575,0.00026410716158009953,-50.80072588880618,-53.507628149655,-32.875401192505564,-36.632954079057775,-0.5
-0.3,36,saw,rally,-26.78952241834108,-44.43770959063481,84.36465139620282,107.81535782132408,0.001811682459259981,-26.455511887684725,-24.602769931225843,-21.056201248144458,-24.74881037950925,-0.4
-0.3,36,saw,flat,-41.922866262383394,-41.85502954451891,3.629943458373908,33.02891537442143,0.003943073587801135,-44.37016363042693,-40.80518256382773,-26.442507238870228,-28.71704446543404,-0.4
-0.3,36,saw,fall,-47.320113355309566,-50.166676054168455,0.6684974842196878,14.795672990389196,0.0003197086692811731,-56.0740257981936,-52.15215607885069,-31.587112948543396,-33.79408917375106,-0.5
-0.4,1,front,rally,-38.984234578301056,-47.82600575687741,-22.62953990476131,-7.229530247256743,0.0003713386407178842,-40.82493755511077,-32.27185284512254,-26.93620892987525,-27.18392945368633,-0.5
-0.4,1,front,flat,-24.907905374169093,-46.84317376524811,29.569209577988097,33.89874474591708,0.0008082076297977483,-49.29946530331611,-16.66214679113065,-17.318773175886925,-22.688001973010905,-0.5
-0.4,1,front,fall,-56.04533753233238,-42.1546303594546,-32.02552567580905,11.85915788099756,0.00035677634108188886,-51.84577720884196,-55.70243424863294,-36.75626765620703,-38.92573335360783,-0.4
-0.4,1,linear,rally,-19.098753956137948,-52.25666779958876,58.35202387700023,22.59860512624683,0.0011140159221536528,-22.997373519326803,-24.267264912083498,-16.185212809013017,-19.441499936729244,-0.5
-0.4,1,linear,flat,-47.79365063939483,-45.59042757442402,-13.815425842503515,17.13366805275358,0.0024246228893932444,-53.89277657164446,-52.30728485072341,-32.53206904017506,-34.27986911577984,-0.5
-0.4,1,linear,fall,-53.5601952597446,-52.99899718793716,-23.873751003863543,-16.005746844546643,0.0004587124385338571,-54.16351965291764,-50.5037777763948,-35.40756819366937,-37.273552266656594,-0.5
-0.4,1,back,rally,-41.85595050642086,-51.02782386471462,-20.687836154707973,-23.711197359936065,0.0014110868347279603,-41.84019904554872,-44.65191763372373,-31.079388872401918,-32.364162633544325,-0.5
-0.4,1,back,flat,-36.92076237680687,-60.99181689616196,-29.54068712970012,-46.86465387009371,0.005118648322052406,-31.18062737464404,-21.96871739072557,-21.90741691466309,-25.328588823887944,-0.6
-0.4,1,back,fall,-47.68997205457555,-57.74058613334974,-36.2518745385056,-41.746476372972566,0.0009683929257936983,-28.706347551478263,-49.72113889826707,-33.010713465292575,-36.06610371023494,-0.6
-0.4,1,saw,rally,-14.966904992760178,-53.57496856013142,23.653391370949663,-34.81654912563478,0.0017081577473022675,-19.78978746249012,-15.193466054328974,-15.03653712105132,-15.03653712105132,-0.5
-0.4,1,saw,flat,-16.179087131282756,-56.28683508260322,275.65102859582225,66.35022253827698,0.006196258495116069,-41.86992497516248,-15.35440732846941,-16.419319284080213,-16.419319284080213,-0.6
-0.4,1,saw,fall,-17.1051998760669,-57.3138291924105,73.14208090771308,-4.515631397878095,0.0011722651206976349,-15.45943047491216,-17.692172842088503,-15.814623292613316,-17.372104185558257,-0.6
-0.4,3,front,rally,-20.476159238822262,-41.82593680728132,107.88062397383426,28.94952668045017,0.00086645682834173,-27.76669020759925,-14.384291739146226,-17.33081457372412,-20.550640534332544,-0.4
-0.4,3,front,flat,-36.552403240342166,-47.39512847176183,-15.384364046431251,-10.857625825456765,0.0008082076297977483,-44.0998350632657,-36.239613000310186,-22.80106189810816,-25.41773166165543,-0.5
-0.4,3,front,fall,-18.645073696382774,-57.54752384440201,28.69371495847548,-44.14045783760149,0.0002548402436299206,-15.08178987974308,-20.80643183337353,-16.707170476439103,-18.711677145305416,-0.6
-0.4,3,linear,rally,-16.41221218411517,-45.922826522930414,54.23726695315607,-15.802177158022824,0.0011140159221536528,-14.136805055336744,-14.040792302001105,-15.90417922737707,-16.609337857749374,-0.5
-0.4,3,linear,flat,-18.51124845928333,-51.40966700688432,31.986301298462205,-3.923825320509644,0.0024246228893932444,-35.84223603768925,-15.042805062134113,-15.77962765255928,-18.75500980317501,-0.5
-0.4,3,linear,fall,-38.22732733825469,-49.16097155912789,-19.11441106734452,-14.323874302736304,0.0004587124385338571,-38.96803200719344,-21.57778828329183,-24.64985445788525,-27.1016449617015,-0.5
-0.4,3,back,rally,-23.05174731917966,-55.80043214614634,44.84799794598455,1.2498325758852236,0.002351811391213267,-23.034286553015782,-23.168297981664697,-19.66368305494599,-21.765891632833625,-0.6
-0.4,3,back,flat,-18.70400516672629,-42.09531440689912,68.35313580159308,10.965516744831616,0.007166107650873367,-16.965133966374736,-14.980981894368828,-16.624423204918514,-18.81084207761379,-0.4
-0.4,3,back,fall,-34.09391352339474,-57.620881282584136,18.297252882036897,-22.49595354690048,0.0009683929257936983,-21.19496239864,-20.72172824276666,-22.61992826352571,-26.304707568431706,-0.6
-0.4,3,saw,rally,-44.749913172332725,-46.981215009677946,-24.40303578559025,-7.0058251536280425,0.0017081577473022675,-42.19413961301464,-44.226322872478775,-29.52667011156954,-32.821785099702275,-0.5
