date,close,adj
1991-10-28,10.0,2.0836098194122314
1991-10-29,10.09000015258789,2.102363109588623
1991-10-30,10.100000381469727,2.1044445037841797
1991-10-31,10.100000381469727,2.1054868698120117
1991-11-01,10.100000381469727,2.1054868698120117
1991-11-04,10.079999923706055,2.101318836212158
1991-11-05,10.069999694824219,2.099233627319336
1991-11-06,10.079999923706055,2.101318836212158
1991-11-07,10.109999656677246,2.1075708866119385
1991-11-08,10.119999885559082,2.1096596717834473
1991-11-11,10.119999885559082,2.1096596717834473
1991-11-12,10.130000114440918,2.1117403507232666
1991-11-13,10.109999656677246,2.1075708866119385
1991-11-14,10.149999618530273,2.1159117221832275
1991-11-15,10.15999984741211,2.1179957389831543
1991-11-18,10.15999984741211,2.1179957389831543
1991-11-19,10.140000343322754,2.113826274871826
1991-11-20,10.140000343322754,2.113826274871826
1991-11-21,10.140000343322754,2.113826274871826
1991-11-22,10.119999885559082,2.1096596717834473
1991-11-25,10.100000381469727,2.1054868698120117
1991-11-26,10.119999885559082,2.1096596717834473
1991-11-27,10.119999885559082,2.1096596717834473
1991-11-29,10.149999618530273,2.1266300678253174
1991-12-02,10.239999771118164,2.145486354827881
1991-12-03,10.220000267028809,2.1412954330444336
1991-12-04,10.239999771118164,2.145486354827881
1991-12-05,10.220000267028809,2.1412954330444336
1991-12-06,10.239999771118164,2.145486354827881
1991-12-09,10.25,2.1475794315338135
1991-12-10,10.25,2.1475794315338135
1991-12-11,10.25,2.1475794315338135
1991-12-12,10.260000228881836,2.149675130844116
1991-12-13,10.239999771118164,2.145486354827881
1991-12-16,10.239999771118164,2.145486354827881
1991-12-17,10.260000228881836,2.149675130844116
1991-12-18,10.25,2.1475794315338135
1991-12-19,10.279999732971191,2.153864860534668
1991-12-20,10.350000381469727,2.168532133102417
1991-12-23,10.390000343322754,2.1769134998321533
1991-12-24,10.390000343322754,2.1769134998321533
1991-12-26,10.399999618530273,2.179008722305298
1991-12-27,10.40999984741211,2.1811025142669678
1991-12-30,10.4399995803833,2.187387466430664
1991-12-31,10.470000267028809,2.206141233444214
1992-01-02,10.4399995803833,2.1998188495635986
1992-01-03,10.399999618530273,2.191392421722412
1992-01-06,10.420000076293945,2.195606231689453
1992-01-07,10.460000038146973,2.204035520553589
1992-01-08,10.449999809265137,2.201927900314331
1992-01-09,10.430000305175781,2.1977128982543945
1992-01-10,10.380000114440918,2.1871774196624756
1992-01-13,10.3100004196167,2.1724281311035156
1992-01-14,10.279999732971191,2.166107654571533
1992-01-15,10.270000457763672,2.1640002727508545
1992-01-16,10.229999542236328,2.1555702686309814
1992-01-17,10.25,2.1597847938537598
1992-01-20,10.270000457763672,2.1640002727508545
1992-01-21,10.300000190734863,2.170320749282837
1992-01-22,10.279999732971191,2.166107654571533
1992-01-23,10.229999542236328,2.1555702686309814
1992-01-24,10.229999542236328,2.1555702686309814
1992-01-27,10.210000038146973,2.151357650756836
1992-01-28,10.260000228881836,2.1618916988372803
1992-01-29,10.220000267028809,2.1534652709960938
1992-01-30,10.180000305175781,2.1450366973876953
1992-01-31,10.1899995803833,2.158808469772339
1992-02-03,10.15999984741211,2.152451515197754
1992-02-04,10.1899995803833,2.158808469772339
1992-02-05,10.229999542236328,2.167281150817871
1992-02-06,10.229999542236328,2.167281150817871
1992-02-07,10.229999542236328,2.167281150817871
1992-02-10,10.229999542236328,2.167281150817871
1992-02-11,10.220000267028809,2.165163040161133
1992-02-12,10.1899995803833,2.158808469772339
1992-02-13,10.130000114440918,2.146094560623169
1992-02-14,10.119999885559082,2.1439762115478516
1992-02-18,10.100000381469727,2.139739751815796
1992-02-19,10.119999885559082,2.1439762115478516
1992-02-20,10.130000114440918,2.146094560623169
1992-02-21,10.09000015258789,2.1376216411590576
1992-02-24,10.069999694824219,2.1333837509155273
1992-02-25,10.09000015258789,2.1376216411590576
1992-02-26,10.140000343322754,2.148214340209961
1992-02-27,10.140000343322754,2.148214340209961
1992-02-28,10.1899995803833,2.170149803161621
1992-03-02,10.119999885559082,2.155241012573242
1992-03-03,10.100000381469727,2.150984525680542
1992-03-04,10.100000381469727,2.150984525680542
1992-03-05,10.050000190734863,2.1403331756591797
1992-03-06,10.069999694824219,2.1445939540863037
1992-03-09,10.109999656677246,2.1531131267547607
1992-03-10,10.09000015258789,2.148851156234741
1992-03-11,10.0600004196167,2.142465114593506
1992-03-12,10.0,2.1296844482421875
1992-03-13,9.9399995803833,2.116907835006714
1992-03-16,9.949999809265137,2.1190361976623535
1992-03-17,9.979999542236328,2.125429630279541
1992-03-18,9.989999771118164,2.127556324005127
