,nav
1963-09-23,11385634.634957623
1963-09-24,11431272.817539873
1963-09-25,11367363.681154056
1963-09-26,11270210.196765544
1963-09-27,11258245.587323984
1963-09-30,11193686.23079613
1963-10-01,11277014.615478074
1963-10-02,11290656.364186842
1963-10-03,11375533.118489789
1963-10-04,11370482.244030563
1963-10-07,11350217.38428638
1963-10-08,11326172.190598976
1963-10-09,11202398.718113167
1963-10-10,11255617.479685904
1963-10-11,11267675.363317065
1963-10-14,11275931.819666019
1963-10-15,11283547.824468512
1963-10-16,11374750.844682245
1963-10-17,11412430.848140491
1963-10-18,11422886.380492587
1963-10-21,11435899.836649237
1963-10-22,11379582.168838568
1963-10-23,11377707.43836158
1963-10-24,11432194.20467346
1963-10-25,11539547.01620726
1963-10-28,11617470.519469282
1963-10-29,11606083.682637041
1963-10-30,11493378.438224774
1963-10-31,11518397.814555239
1963-11-01,11490858.30567504
1963-11-04,11434221.82309675
1963-11-06,11316776.783072552
1963-11-07,11357286.78500941
1963-11-08,11414901.411592219
1963-11-11,11439870.254868435
1963-11-12,11398765.011731705
1963-11-13,11418371.722725255
1963-11-14,11393083.602412399
1963-11-15,11308233.312706126
1963-11-18,11229403.626794208
1963-11-19,11250617.087738736
1963-11-20,11365224.817057269
1963-11-21,11208194.790523198
1963-11-22,10897867.313458076
1963-11-26,11349750.932719167
1963-11-27,11329922.99915336
1963-11-29,11487254.181906793
1963-12-02,11549555.79523551
1963-12-03,11534927.496294053
1963-12-04,11564346.37095958
1963-12-05,11632036.431086889
1963-12-06,11588655.590463568
1963-12-09,11595047.119578028
1963-12-10,11600738.71192655
1963-12-11,11569001.299172869
1963-12-12,11571521.983019702
1963-12-13,11586978.727821825
1963-12-16,11610037.246970212
1963-12-17,11680612.455290232
1963-12-18,11664131.408629693
1963-12-19,11637884.289851084
1963-12-20,11609659.04060363
1963-12-23,11538122.277646195
1963-12-24,11564632.20955559
1963-12-26,11622774.198332073
1963-12-27,11642892.87062048
1963-12-30,11674818.062528703
1963-12-31,11749243.01339797
1964-01-02,11816788.635165352
1964-01-03,11819354.474377582
1964-01-06,11840564.804321993
1964-01-07,11854233.634728936
1964-01-08,11876078.14509052
1964-01-09,11921726.801748192
1964-01-10,11916264.860917572
1964-01-13,11916688.170330282
1964-01-14,11939970.738287345
1964-01-15,11985607.873737073
1964-01-16,11981702.307049714
1964-01-17,11984217.720840812
1964-01-20,11973424.558136867
1964-01-21,12007891.297226528
1964-01-22,12074298.812444959
1964-01-23,12084810.36022203
1964-01-24,12069866.707963372
1964-01-27,12068707.097843507
1964-01-28,12082385.196172992
1964-01-29,12008256.974656954
1964-01-30,12029920.649064638
1964-01-31,12094703.890756022
1964-02-03,12087127.581324562
1964-02-04,12073680.718066834
1964-02-05,12053846.937687108
1964-02-06,12093073.851389084
1964-02-07,12133920.73072838
1964-02-10,12116613.227308135
1964-02-11,12162233.000381507
1964-02-12,12200086.398671886
1964-02-13,12204246.537039997
1964-02-14,12198758.634478183
1964-02-17,12199208.519420296
1964-02-18,12191846.31468785
1964-02-19,12205513.96761276
1964-02-20,12217583.778439812
1964-02-24,12222331.849536238
1964-02-25,12220706.075152816
1964-02-26,12251932.978155414
1964-02-27,12193051.972952897
1964-02-28,12212745.502630655
1964-03-02,12253493.32999695
1964-03-03,12284383.167085087
1964-03-04,12251390.686481167
1964-03-05,12250682.24187196
1964-03-06,12291499.043587632
1964-03-09,12288484.998140758
1964-03-10,12330898.324940335
1964-03-11,12379355.638846729
1964-03-12,12401004.771152683
1964-03-13,12401563.323014125
1964-03-16,12415220.538546516
1964-03-17,12434946.7999265
1964-03-18,12435501.161037011
1964-03-19,12413701.863994945
1964-03-20,12342635.647451513
1964-03-23,12347756.751413623
1964-03-24,12315951.856503425
1964-03-25,12346123.078891817
1964-03-26,12389535.86982804
1964-03-30,12386684.842410497
1964-03-31,12382222.026640518
1964-04-01,12423522.448862312
1964-04-02,12486162.278659515
1964-04-03,12514426.921646465
1964-04-06,12530468.912228847
1964-04-07,12487400.148984361
1964-04-08,12519459.301520629
1964-04-09,12512342.409311688
1964-04-10,12536480.74943957
1964-04-13,12517589.011535838
1964-04-14,12542743.15337201
1964-04-15,12568980.334570931
1964-04-16,12586862.875574533
1964-04-17,12632339.791418305
1964-04-20,12628077.60671332
1964-04-21,12644960.311244516
1964-04-22,12637842.096066063
1964-04-23,12621353.019071028
1964-04-24,12523606.300724758
1964-04-27,12464648.954250824
1964-04-28,12551304.527866926
1964-04-29,12530678.01562095
1964-04-30,12493876.194232913
1964-05-01,12605520.33459747
1964-05-04,12655923.059753371
1964-05-05,12720460.571659517
1964-05-06,12749244.780866148
1964-05-07,12763969.993725616
1964-05-08,12761690.892667498
1964-05-11,12759885.397397326
1964-05-12,12801178.994445939
1964-05-13,12772149.371490192
1964-05-14,12755621.356191682
1964-05-15,12793788.3997733
1964-05-18,12737980.549624227
1964-05-19,12673019.342365423
1964-05-20,12719694.438329522
1964-05-21,12764108.836534623
1964-05-22,12731962.291265404
1964-05-25,12716702.921178127
1964-05-26,12690808.33632867
1964-05-27,12660864.657589369
1964-05-28,12689018.6640332
1964-06-01,12653430.00868975
1964-06-02,12590031.533831831
1964-06-03,12557880.640116056
1964-06-04,12430422.796595035
1964-06-05,12496079.895650499
1964-06-08,12440284.605378872
1964-06-09,12529381.990171608
1964-06-10,12576921.250538504
1964-06-11,12612601.212517984
1964-06-12,12592947.453021096
1964-06-15,12654320.665925791
1964-06-16,12722159.590614425
1964-06-17,12786866.132043704
1964-06-18,12794691.942347663
1964-06-19,12820575.671658112
1964-06-22,12868873.317549605
1964-06-23,12815850.587311747
1964-06-24,12861977.104168529
1964-06-25,12886069.713377563
1964-06-26,12925898.824573854
1964-06-29,12957592.811791435
1964-06-30,12965945.810025167
1964-07-01,13057700.185276844
1964-07-02,13110109.902634377
1964-07-06,13164022.127088465
1964-07-07,13197128.00948995
1964-07-08,13197574.919339195
1964-07-09,13181971.156027475
1964-07-10,13193880.381247807
1964-07-13,13189505.594033482
1964-07-14,13150646.948802453
1964-07-15,13195194.19008492
1964-07-16,13242898.124670258
1964-07-17,13290996.951821841
1964-07-20,13241385.008186582
1964-07-21,13221007.308991833
1964-07-22,13207714.168949287
1964-07-23,13212521.182280343
1964-07-24,13209852.35626688
1964-07-27,13153548.414173275
1964-07-28,13117830.154891526
1964-07-29,13129316.902215863
1964-07-30,13167158.652090719
1964-07-31,13181790.144040413
1964-08-03,13156939.154630681
1964-08-04,12993753.51402378
1964-08-05,13014667.333244987
1964-08-06,12907729.708973888
1964-08-07,12979409.982889907
1964-08-10,12970284.632321876
1964-08-11,12956986.755832147
1964-08-12,13021957.0952003
1964-08-13,13070796.046568288
1964-08-14,13061804.195927203
1964-08-17,13066839.496917158
1964-08-18,13073594.395315524
1964-08-19,13061461.131830573
1964-08-20,13002122.93705411
1964-08-21,13023035.017813066
1964-08-24,13001321.529986316
1964-08-25,12917213.978082364
1964-08-26,12896117.638336606
1964-08-27,12956383.628213378
1964-08-28,12992037.207340147
1964-08-31,12970307.49998714
1964-09-01,13025847.574514022
1964-09-02,13036314.634733107
1964-09-03,13076119.634610983
1964-09-04,13108051.871546589
1964-09-08,13130300.895389818
1964-09-09,13159074.603935987
1964-09-10,13167396.776541326
1964-09-11,13222922.269937132
1964-09-14,13190169.256426137
1964-09-15,13155998.761165636
1964-09-16,13204661.220937999
1964-09-17,13302102.344534261
1964-09-18,13252661.390360828
1964-09-21,13327257.133683572
1964-09-22,13332798.804892184
1964-09-23,13336949.92197549
1964-09-24,13352181.018929249
1964-09-25,13386413.840844493
1964-09-28,13423097.827590074
1964-09-29,13406975.485153446
1964-09-30,13398458.305302897
1964-10-01,13383608.91366509
1964-10-02,13428909.578851566
1964-10-05,13471554.079568554
1964-10-06,13491226.137691483
1964-10-07,13493774.373381127
1964-10-08,13532730.960742166
1964-10-09,13562188.699710837
1964-10-12,13564793.841116713
1964-10-13,13526014.523569416
1964-10-14,13500062.786889996
1964-10-15,13404772.039966097
1964-10-16,13486778.921311393
1964-10-19,13506639.563879766
1964-10-20,13557955.15019943
1964-10-21,13557029.76382262
1964-10-22,13532665.889347868
1964-10-23,13565292.533206476
1964-10-26,13547155.131379314
1964-10-27,13558907.506081872
1964-10-28,13521587.490029035
1964-10-29,13539673.866953842
1964-10-30,13561224.492415529
1964-11-02,13626654.317003883
1964-11-04,13622790.317255398
1964-11-05,13626916.574773408
1964-11-06,13638956.310439503
1964-11-09,13636600.059973434
1964-11-10,13592942.072183
1964-11-11,13630386.916812476
1964-11-12,13671823.642725145
1964-11-13,13664629.478826275
1964-11-16,13738284.661490133
1964-11-17,13788264.59324924
1964-11-18,13819254.08343752
1964-11-19,13824935.355905907
1964-11-20,13841670.529877992
1964-11-23,13745955.960341107
1964-11-24,13701313.292527191
1964-11-25,13645125.445105143
1964-11-27,13603199.707743106
1964-11-30,13478923.303850787
1964-12-01,13342026.062341584
1964-12-02,13391935.54779347
1964-12-03,13465610.211119037
1964-12-04,13493355.857928852
1964-12-07,13505284.0977724
1964-12-08,13464987.772890083
1964-12-09,13380322.999494778
1964-12-10,13390660.666360289
1964-12-11,13424714.267633328
1964-12-14,13384289.115830874
1964-12-15,13337589.227542454
1964-12-16,13379513.996490307
1964-12-17,13435702.349318678
1964-12-18,13486821.476649208
1964-12-21,13516262.92132793
1964-12-22,13509096.82179889
1964-12-23,13470075.027021457
1964-12-24,13470893.609055663
1964-12-28,13463660.922778344
1964-12-29,13422988.461804088
1964-12-30,13490955.42245724
1964-12-31,13552544.436647726
1965-01-04,13486220.524439225
1965-01-05,13550935.149336651
1965-01-06,13593286.367076144
1965-01-07,13653209.283547472
1965-01-08,13671629.397037689
1965-01-11,13680434.886703327
1965-01-12,13725939.606804702
1965-01-13,13763519.52863964
1965-01-14,13764378.105321322
1965-01-15,13824309.342885956
1965-01-18,13873013.917011475
1965-01-19,13907330.64771574
1965-01-20,13903363.40803121
1965-01-21,13902522.234827243
1965-01-22,13938466.35643144
1965-01-25,13950467.268513612
1965-01-26,13952956.787542375
1965-01-27,14000067.284136925
1965-01-28,14040784.944241779
1965-01-29,14054354.788636545
1965-02-01,14050387.6399872
1965-02-02,14046393.390465569
1965-02-03,14059953.924255572
1965-02-04,14040060.83503623
1965-02-05,13985041.891035765
1965-02-08,13945836.212027578
1965-02-09,13992926.68561698
1965-02-10,13869185.727337975
1965-02-11,13723092.689584825
1965-02-12,13822870.95128013
1965-02-15,13801337.095304884
1965-02-16,13749371.287028082
1965-02-17,13766095.814916153
1965-02-18,13811556.302878857
1965-02-19,13826758.276591051
1965-02-23,13909284.652040778
1965-02-24,13983467.283629904
1965-02-25,14000154.4850233
1965-02-26,14026448.57890997
1965-03-01,14001647.230988408
1965-03-02,14004040.903525785
1965-03-03,13993608.10124844
1965-03-04,13960830.44259856
1965-03-05,13921695.957132194
1965-03-08,13930446.576171208
1965-03-09,13908862.362680515
1965-03-10,13885676.590538088
1965-03-11,13955077.124006841
1965-03-12,14005329.68737261
1965-03-15,14025245.567918688
1965-03-16,14008460.814798288
1965-03-17,14002838.758224552
1965-03-18,13970084.874905203
1965-03-19,13974759.718004456
1965-03-22,13988034.768707657
1965-03-23,14004680.985748518
1965-03-24,14042151.870844647
1965-03-25,13991310.505136637
1965-03-26,13877690.018181384
1965-03-29,13854054.837449975
1965-03-30,13881967.127513587
1965-03-31,13876072.189806152
1965-04-01,13902368.123932675
1965-04-02,13936706.495902678
1965-04-05,13940417.448048707
1965-04-06,13936134.998823754
1965-04-07,13944719.09147133
1965-04-08,14035302.60100565
1965-04-09,14108380.711437987
1965-04-12,14173252.364467641
1965-04-13,14189888.231719576
1965-04-14,14233776.141333912
1965-04-15,14207986.805994736
1965-04-19,14259800.651311401
1965-04-20,14252258.298908988
1965-04-21,14227006.538092792
1965-04-22,14304764.937749522
1965-04-23,14321369.829306832
1965-04-26,14326792.700503863
1965-04-27,14351456.195795363
1965-04-28,14345526.566091724
1965-04-29,14334768.5457534
1965-04-30,14364253.852546405
1965-05-03,14387379.913031476
1965-05-04,14444541.627866916
1965-05-05,14477246.421226768
1965-05-06,14511565.41387205
1965-05-07,14500818.013507787
1965-05-10,14474046.790346138
1965-05-11,14456867.978748376
1965-05-12,14520151.643369969
1965-05-13,14562220.369026374
1965-05-14,14535373.34592045
1965-05-17,14449057.022193957
1965-05-18,14425147.437541697
1965-05-19,14459463.421390789
1965-05-20,14381118.925718617
1965-05-21,14312432.505047001
1965-05-24,14210043.989143753
1965-05-25,14289769.253247492
1965-05-26,14242019.23414544
1965-05-27,14168523.614942707
1965-05-28,14250937.431571215
1965-06-01,14304691.387373134
1965-06-02,14042905.435667494
1965-06-03,14012893.966562914
1965-06-04,14047273.129750112
1965-06-07,14014144.219697759
1965-06-08,13861838.918390274
1965-06-09,13719187.847118014
1965-06-10,13669667.339429451
1965-06-11,13733047.50682457
1965-06-14,13580392.837683508
1965-06-15,13658260.405966664
1965-06-16,13773145.759988151
1965-06-17,13860664.554638494
1965-06-18,13795532.63525471
1965-06-21,13763185.11269322
1965-06-22,13789556.01339304
1965-06-23,13702425.88909426
1965-06-24,13533969.614495398
1965-06-25,13453335.414586306
1965-06-28,13220180.576247344
1965-06-29,13341040.998160915
1965-06-30,13618749.835282462
1965-07-01,13677338.910762096
1965-07-02,13660791.09692546
1965-07-06,13666799.225776456
1965-07-07,13668107.296707492
1965-07-08,13680423.754377859
1965-07-09,13670732.956077557
1965-07-12,13675175.604448613
1965-07-13,13676484.99584107
1965-07-14,13677794.553810617
1965-07-15,13690112.407742618
1965-07-16,13691420.542939944
1965-07-19,13695853.806292005
1965-07-20,13697162.717768235
1965-07-21,13698471.823977422
1965-07-22,13699781.08279906
1965-07-23,13701090.535904802
1965-07-26,13705525.151602136
1965-07-27,13706835.457084231
1965-07-28,13708145.957005747
1965-07-29,13698459.015170757
1965-07-30,13688774.054976089
1965-08-02,13693231.570848688
1965-08-03,13693165.061316013
1965-08-04,13735288.680034855
1965-08-05,13735676.771059327
1965-08-06,13769815.007570956
1965-08-09,13739817.74734518
1965-08-10,13741805.49790807
1965-08-11,13772747.998897942
1965-08-12,13813096.670624811
1965-08-13,13875830.677942624
1965-08-16,13884396.25494503
1965-08-17,13900962.10587033
1965-08-18,13904380.239213355
1965-08-19,13872820.864152882
1965-08-20,13857240.946014883
1965-08-23,13840040.135068258
1965-08-24,13853390.022416886
1965-08-25,13880756.633492703
1965-08-26,13919708.235977272
1965-08-27,13929663.342107156
1965-08-30,13934880.23879517
1965-08-31,13928835.401417937
1965-09-01,13917972.320039192
1965-09-02,13995039.169869231
1965-09-03,14072138.207047837
1965-09-07,14125287.444768382
1965-09-08,14173559.652564162
1965-09-09,14210649.753873343
1965-09-10,14236535.430974245
1965-09-13,14281688.821239866
1965-09-14,14226116.326177897
1965-09-15,14304759.755451294
1965-09-16,14396224.870043261
1965-09-17,14400237.454244675
1965-09-20,14409345.652352689
1965-09-21,14355217.793532057
1965-09-22,14410419.936865667
1965-09-23,14341808.659075288
1965-09-24,14356794.696722496
1965-09-27,14462360.949718703
1965-09-28,14404626.058115536
1965-09-29,14304739.771033728
1965-09-30,14307579.30807235
1965-10-01,14287191.50720222
1965-10-04,14332091.48589002
1965-10-05,14444619.721272133
1965-10-06,14442617.278161665
1965-10-07,14443850.475617921
1965-10-08,14494193.213822108
1965-10-11,14593706.879828133
1965-10-12,14589649.802111935
1965-10-13,14602220.191902677
1965-10-14,14567343.293190898
1965-10-15,14563931.226484984
1965-10-18,14616447.276294377
1965-10-19,14624966.846017025
1965-10-20,14610978.50630586
1965-10-21,14625931.443783002
1965-10-22,14644829.314769987
1965-10-25,14576074.356038533
1965-10-26,14662121.036060426
1965-10-27,14701184.698717827
1965-10-28,14642174.309628785
1965-10-29,14665157.421182644
1965-11-01,14615728.705941426
1965-11-03,14631172.138345446
1965-11-04,14656121.60177861
1965-11-05,14642504.31262982
1965-11-08,14601153.120208004
1965-11-09,14530547.838817045
1965-11-10,14526932.963565655
1965-11-11,14571009.98740562
1965-11-12,14667617.29445472
1965-11-15,14673221.782029308
1965-11-16,14650304.701354343
1965-11-17,14670058.809087867
1965-11-18,14609790.231168287
1965-11-19,14602212.03644445
1965-11-22,14521751.906407183
1965-11-23,14545068.63799374
1965-11-24,14568553.880534573
1965-11-26,14585609.151191654
1965-11-29,14541341.645562124
1965-11-30,14488280.695417557
1965-12-01,14424809.408354638
1965-12-02,14379009.912037034
1965-12-03,14389474.230960317
1965-12-06,14179915.270430662
1965-12-07,14327024.650000485
1965-12-08,14299416.061305987
1965-12-09,14343673.752829542
1965-12-10,14381722.86832219
1965-12-13,14334459.213267125
1965-12-14,14320424.090977825
1965-12-15,14342909.739867741
1965-12-16,14370453.167725837
1965-12-17,14375253.218475735
1965-12-20,14357365.938792547
1965-12-21,14380669.070819616
1965-12-22,14413955.555111172
1965-12-23,14398974.514460841
1965-12-27,14333996.625811936
1965-12-28,14347531.466962365
1965-12-29,14380809.109429557
1965-12-30,14431321.62455073
1965-12-31,14445499.732448561
1966-01-03,14433191.8192445
1966-01-04,14440309.14144924
1966-01-05,14534377.676323766
1966-01-06,14568906.844435422
1966-01-07,14583067.52712074
1966-01-10,14614462.165789688
1966-01-11,14628621.460800365
1966-01-12,14595777.46984219
1966-01-13,14624037.053186147
1966-01-14,14647595.750822831
1966-01-17,14691520.76608272
1966-01-18,14721344.555898132
1966-01-19,14682232.859066477
1966-01-20,14632154.100377657
1966-01-21,14651011.995439826
1966-01-24,14690235.985757207
1966-01-25,14713792.115666447
1966-01-26,14691913.499067642
1966-01-27,14688836.074519193
1966-01-28,14634058.116358493
1966-01-31,14568314.868408995
1966-02-01,14457141.146766752
1966-02-02,14516734.242376206
1966-02-03,14537160.589964772
1966-02-04,14634351.600285757
1966-02-07,14687673.01226395
1966-02-08,14683029.386280866
1966-02-09,14764548.416847836
1966-02-10,14730136.679187888
1966-02-11,14728623.409187634
1966-02-14,14686379.124938214
1966-02-15,14631602.76430586
1966-02-16,14631659.689388266
1966-02-17,14554952.746637309
1966-02-18,14517412.49458963
1966-02-21,14434442.235262418
1966-02-23,14373524.613234311
1966-02-24,14282724.615054527
1966-02-25,14323518.991200563
1966-02-28,14337680.99570632
1966-03-01,14157589.368021412
1966-03-02,14016667.447812999
1966-03-03,14068433.005120018
1966-03-04,14034037.365280725
1966-03-07,13847690.470378593
1966-03-08,13871261.781191615
1966-03-09,13995089.27870792
1966-03-10,13996725.740518311
1966-03-11,13981130.382948348
1966-03-14,13826117.219785828
1966-03-15,13749432.875011444
1966-03-16,13830965.987671748
1966-03-17,13881166.514008999
1966-03-18,13938824.0787872
1966-03-21,14046142.834172497
1966-03-22,14088659.104979556
1966-03-23,14037925.130690169
1966-03-24,14064636.80983296
1966-03-25,14105571.220819138
1966-03-28,14119636.890361985
1966-03-29,14065740.991274508
1966-03-30,13989721.49887806
1966-03-31,14062266.52595282
1966-04-01,14175900.17563549
1966-04-04,14313773.139904348
1966-04-05,14434865.023860227
1966-04-06,14418845.06080713
1966-04-07,14428469.4431083
1966-04-11,14439164.479291737
1966-04-12,14385824.90772795
1966-04-13,14389223.959649509
1966-04-14,14419353.324896472
1966-04-15,14427499.493899388
1966-04-18,14378054.043746455
1966-04-19,14376872.410183618
1966-04-20,14413066.508918986
1966-04-21,14500911.342017526
1966-04-22,14477618.598128099
1966-04-25,14440509.588156221
1966-04-26,14415480.434098853
1966-04-27,14390771.215541534
1966-04-28,14291625.629000023
1966-04-29,14269755.207608048
1966-05-02,14237402.359748514
1966-05-03,14065763.110247197
1966-05-04,13994463.699956737
1966-05-05,13765135.613601357
1966-05-06,13752314.08814472
1966-05-09,13513512.372220295
1966-05-10,13635022.521580467
1966-05-11,13660132.006432027
1966-05-12,13503508.779320335
1966-05-13,13384815.915858438
1966-05-16,13218719.11809153
1966-05-17,13096872.338669239
1966-05-18,13333747.817838872
1966-05-19,13319355.817959389
1966-05-20,13385558.01096222
1966-05-23,13508645.801040912
1966-05-24,13600125.863158772
1966-05-25,13647558.359441478
1966-05-26,13648961.82996116
1966-05-27,13691451.159656925
1966-05-31,13503228.163902089
1966-06-01,13499894.500911979
1966-06-02,13509075.450035365
1966-06-03,13499947.985441793
1966-06-06,13494354.693066092
1966-06-07,13474616.347116439
1966-06-08,13454881.024872739
1966-06-09,13456388.512156859
1966-06-10,13457896.294670463
1966-06-13,13462982.302572416
1966-06-14,13464491.229637535
1966-06-15,13508600.949798977
1966-06-16,13488865.124219492
1966-06-17,13501007.202104291
1966-06-20,13548664.227066368
1966-06-21,13560800.196123177
1966-06-22,13551674.860932648
1966-06-23,13542551.112960601
1966-06-24,13512209.687424341
1966-06-27,13485423.673456462
1966-06-28,13423338.608143132
1966-06-29,13414236.159315078
1966-06-30,13341596.378935747
1966-07-01,13321889.61896903
1966-07-05,13317600.587002434
1966-07-06,13320007.845373143
1966-07-07,13322415.53887425
1966-07-08,13324833.771015115
1966-07-11,13327282.746363653
1966-07-12,13329807.870787106
1966-07-13,13332328.429448241
1966-07-14,13334869.642461574
1966-07-15,13337416.384041492
1966-07-18,13339963.612007318
1966-07-19,13342526.461952608
1966-07-20,13345059.52313952
1966-07-21,13347582.965764536
1966-07-22,13350086.677054996
1966-07-25,13352560.525148073
1966-07-26,13355029.773567377
1966-07-27,13357443.79755041
1966-07-28,13359873.452156963
1966-07-29,13362344.052933624
1966-08-01,13364804.985550756
1966-08-02,13367311.927311145
1966-08-03,13369834.518814547
1966-08-04,13372342.404004114
1966-08-05,13374825.441315992
1966-08-08,13377303.873644833
1966-08-09,13379823.287629604
1966-08-10,13382358.366925819
1966-08-11,13384904.053270454
1966-08-12,13387465.413246714
1966-08-15,13390057.63495602
1966-08-16,13392695.892396785
1966-08-17,13395329.611267328
1966-08-18,13397968.907451248
1966-08-19,13400593.541077808
1966-08-22,13403173.106271831
1966-08-23,13405793.695603848
1966-08-24,13408399.600103568
1966-08-25,13411011.078357683
1966-08-26,13413623.065234667
1966-08-29,13416240.629528787
1966-08-30,13418884.0458331
1966-08-31,13421512.776690805
1966-09-01,13424152.162498951
1966-09-02,13426797.137621105
1966-09-06,13429483.186741674
1966-09-07,13432179.908650482
1966-09-08,13434887.30763352
1966-09-09,13437600.32040139
1966-09-12,13440349.35132135
1966-09-13,13443169.829303706
1966-09-14,13446001.0200188
1966-09-15,13448837.867769307
1966-09-16,13451675.314040158
1966-09-19,13454518.421389347
1966-09-20,13457412.738382539
1966-09-21,13460317.796189874
1966-09-22,13463203.238449542
1966-09-23,13466069.044604477
1966-09-26,13468905.057995066
1966-09-27,13471736.598788941
1966-09-28,13474553.519158972
1966-09-29,13477335.501051793
1966-09-30,13480118.057317873
1966-10-03,13482896.108703693
1966-10-04,13498739.314249469
1966-10-05,13510832.419556625
1966-10-06,13533424.890957953
1966-10-07,13545515.791855585
1966-10-10,13519406.35762176
1966-10-11,13521010.653502403
1966-10-12,13520751.029359959
1966-10-13,13503269.384941796
1966-10-14,13515366.560697468
1966-10-17,13541700.78233042
1966-10-18,13595855.975803558
1966-10-19,13586977.298343802
1966-10-20,13567629.474199345
1966-10-21,13653431.874208359
1966-10-24,13658656.480032174
1966-10-25,13660254.089912213
1966-10-26,13640901.658066817
1966-10-27,13611091.256428974
1966-10-28,13633684.996070886
1966-10-31,13638942.487235188
1966-11-01,13619595.327545118
1966-11-02,13568899.439936718
1966-11-03,13549560.114351053
1966-11-04,13498871.554343555
1966-11-07,13504273.778896336
1966-11-09,13497305.126248641
