,nav
1977-08-30,25094019.1419518
1977-08-31,25080992.99713287
1977-09-01,25050459.137169383
1977-09-02,25160463.90599961
1977-09-06,25179793.460034188
1977-09-07,25149255.465081204
1977-09-08,25118723.74194475
1977-09-09,24983462.186096206
1977-09-12,24963065.380124792
1977-09-13,24985150.553391825
1977-09-14,25042367.501828067
1977-09-15,25064445.338924386
1977-09-16,25086521.82086924
1977-09-19,25101088.312811702
1977-09-20,25035609.86246027
1977-09-21,25040155.99361378
1977-09-22,24992168.824003667
1977-09-23,24996723.874365497
1977-09-26,24958907.73935314
1977-09-27,25033740.28404853
1977-09-28,25038298.755323853
1977-09-29,25025331.181979224
1977-09-30,24994855.473690607
1977-10-03,25009622.594880506
1977-10-04,25031736.52598518
1977-10-05,25036306.37894972
1977-10-06,24970863.09175501
1977-10-07,24905429.475549832
1977-10-10,24904855.448551733
1977-10-11,24820007.848887164
1977-10-12,24824612.211720027
1977-10-13,24829217.7012866
1977-10-14,24833825.50192269
1977-10-17,24831345.67464158
1977-10-18,24835960.460536357
1977-10-19,24858121.61062543
1977-10-20,24862739.58004454
1977-10-21,24849831.616489913
1977-10-24,24847382.964478604
1977-10-25,24816971.479497425
1977-10-26,24839148.01653564
1977-10-27,24861324.26334908
1977-10-28,24865957.082470722
1977-10-31,24776135.568560272
1977-11-01,24763255.44053713
1977-11-02,24662977.43703283
1977-11-03,24685185.5731216
1977-11-04,24760115.746107075
1977-11-07,24810498.528835535
1977-11-08,24809861.790408347
1977-11-09,24854913.13223136
1977-11-10,24877110.83630639
1977-11-11,24876499.391701423
1977-11-14,24949625.66489198
1977-11-15,24954277.74017079
1977-11-16,24976473.892300464
1977-11-17,24998669.340512883
1977-11-18,25003320.816167194
1977-11-21,24983372.659202814
1977-11-22,25023134.285995517
1977-11-23,25062892.752916288
1977-11-25,25070207.122122433
1977-11-28,25067810.697895788
1977-11-29,25037756.47100082
1977-11-30,25042433.80722758
1977-12-01,24995046.7089719
1977-12-02,24982362.53656605
1977-12-05,24980118.82943576
1977-12-06,24932748.800987545
1977-12-07,24937452.176399194
1977-12-08,24924786.091783386
1977-12-09,24946880.485441964
1977-12-12,24944727.42986621
1977-12-13,24932069.682756074
1977-12-14,24919415.385178
1977-12-15,24906764.951068904
1977-12-16,24911488.97426574
1977-12-19,24892073.264333714
1977-12-20,24810107.763472658
1977-12-21,24849642.46210995
1977-12-22,24802317.957918312
1977-12-23,24807067.581158843
1977-12-27,24793191.159374256
1977-12-28,24780579.02922529
1977-12-29,24715951.227168255
1977-12-30,24790362.61210452
1978-01-03,24724611.897105608
1978-01-04,24746779.741701223
1978-01-05,24734188.47620686
1978-01-06,24704244.12104484
1978-01-09,24443861.926846165
1978-01-10,24431302.68874699
1978-01-11,24418745.311265744
1978-01-12,24440953.364638485
1978-01-13,24515414.872405346
1978-01-16,24531398.256626736
1978-01-17,24536218.798250135
1978-01-18,24541040.544677407
1978-01-19,24563250.433668066
1978-01-20,24568073.252659574
1978-01-23,24584045.44805048
1978-01-24,24554148.700571503
1978-01-25,24541612.061326556
1978-01-26,24581238.443992123
1978-01-27,24603460.521884006
1978-01-30,24636827.654683307
1978-01-31,24676452.166557245
1978-02-01,24646559.980621923
1978-02-02,24651399.119941548
1978-02-03,24638868.669087715
1978-02-06,24620131.525809422
1978-02-07,24624982.06953744
1978-02-08,24612463.72801729
1978-02-09,24599949.092683528
1978-02-10,24587437.452778827
1978-02-13,24586678.830184136
1978-02-14,24556335.510361575
1978-02-15,24509141.055331957
1978-02-16,24479293.811191734
1978-02-17,24501567.167884964
1978-02-21,24506142.010055974
1978-02-22,24511034.981772047
1978-02-23,24546516.546941
1978-02-24,24617989.13267908
1978-02-27,24666936.64590631
1978-02-28,24638697.452226948
1978-03-01,24627044.33715724
1978-03-02,24648599.82101177
1978-03-03,24653544.01085016
1978-03-06,24652669.56207513
1978-03-07,24690855.65964682
1978-03-08,24695803.512479987
1978-03-09,24717362.283153854
1978-03-10,24755545.041506533
1978-03-13,24787802.7683924
1978-03-14,24792749.30403915
1978-03-15,24781101.258574113
1978-03-16,24786051.737807985
1978-03-17,24791003.276297186
1978-03-20,24856532.33208208
1978-03-21,24861481.75129261
1978-03-22,24849836.993488967
1978-03-23,24805049.407962956
1978-03-27,24644353.47160604
1978-03-28,24649346.45656799
1978-03-29,24670950.698053263
1978-03-30,24659348.829979043
1978-03-31,24614603.953703687
1978-04-03,24663819.743148528
1978-04-04,24657609.09923482
1978-04-05,24663698.25919169
1978-04-06,24669779.72340546
1978-04-07,24675798.250989284
1978-04-10,24681818.246874597
1978-04-11,24687848.923666187
1978-04-12,24693862.644116066
1978-04-13,24699840.95039197
1978-04-14,24705682.250794552
1978-04-17,24711487.97010618
1978-04-18,24717341.26555917
1978-04-19,24723352.942823716
1978-04-20,24729347.62068034
1978-04-21,24735297.571858153
1978-04-24,24741100.9967558
1978-04-25,24747026.04413818
1978-04-26,24752980.248794816
1978-04-27,24759046.78810178
1978-04-28,24765096.33466895
1978-05-01,24771110.380850263
1978-05-02,24657415.085974943
1978-05-03,24412447.26020627
1978-05-04,24333828.11628812
1978-05-05,24489602.660134695
1978-05-08,24408463.05848335
1978-05-09,24339925.948424935
1978-05-10,24349519.664044037
1978-05-11,24676671.66905528
1978-05-12,24900483.589955296
1978-05-15,25078924.128740832
1978-05-16,25232155.322052702
1978-05-17,25299694.14508983
1978-05-18,25057240.584914703
1978-05-19,24935764.22875745
1978-05-22,25184764.18884236
1978-05-23,24927194.820655763
1978-05-24,24687271.866299126
1978-05-25,24618778.964625716
1978-05-26,24567878.933215365
1978-05-30,24642989.600687485
1978-05-31,24743299.47891809
1978-06-01,24775562.760661893
1978-06-02,24979196.052673973
1978-06-05,25439878.246591713
1978-06-06,25537648.548084065
1978-06-07,25491768.512689576
1978-06-08,25518971.480388854
1978-06-09,25452930.55629287
1978-06-12,25361690.664771862
1978-06-13,25371255.37168402
1978-06-14,25353100.50137408
1978-06-15,25070335.277807985
1978-06-16,24839012.193518624
1978-06-19,24861197.422441665
1978-06-20,24615336.82131039
1978-06-21,24492016.536737237
1978-06-22,24555052.942191433
1978-06-23,24459815.561296426
1978-06-26,24145041.17230997
1978-06-27,24246378.386083487
1978-06-28,24357922.101855118
1978-06-29,24405643.73344863
1978-06-30,24399756.405961357
1978-07-03,24291759.40104778
1978-07-05,24086762.198472857
1978-07-06,24103857.402735237
1978-07-07,24253691.736902904
1978-07-10,24355019.93796655
1978-07-11,24527822.027119715
1978-07-12,24611274.001965262
1978-07-13,24618144.69971198
1978-07-14,24961966.002586193
1978-07-17,25017327.35398253
1978-07-18,24789345.749062106
1978-07-19,25112737.213540774
1978-07-20,25094067.601341926
1978-07-21,25026900.15247314
1978-07-24,25023549.708601225
1978-07-25,25211643.403736357
1978-07-26,25379310.723558135
1978-07-27,25501027.16564853
1978-07-28,25622740.16686468
1978-07-31,25800606.14051717
1978-08-01,25799789.62769224
1978-08-02,26380948.69383449
1978-08-03,26535822.490067076
1978-08-04,26644744.636890043
1978-08-07,26554570.506455664
1978-08-08,26676254.44943024
1978-08-09,26805592.024460576
1978-08-10,26595447.74933394
1978-08-11,26676288.22141814
1978-08-14,26683106.72650522
1978-08-15,26656741.604653206
1978-08-16,26865202.399346612
1978-08-17,26979216.851510845
1978-08-18,26894139.38890325
1978-08-21,26683994.67007206
1978-08-22,26795458.48611197
1978-08-23,26952864.269814383
1978-08-24,27000511.123903427
1978-08-25,26958823.885014392
1978-08-28,26720455.11890184
1978-08-29,26579231.59780299
1978-08-30,26611571.097813353
1978-08-31,26562234.819555994
1978-09-01,26666038.393781334
1978-09-05,26950668.72867946
1978-09-06,27161646.675634574
1978-09-07,27191728.26490977
1978-09-08,27542612.141692586
1978-09-11,27658519.706206016
1978-09-12,27698596.944285806
1978-09-13,27517231.08620058
1978-09-14,27167866.210697938
1978-09-15,26862589.93015269
1978-09-18,26607186.575212933
1978-09-19,26416591.578365047
1978-09-20,26071967.03003026
1978-09-21,26031098.831728395
1978-09-22,25931845.04858738
1978-09-25,25951317.46977281
1978-09-26,26198676.69039931
1978-09-27,25939813.67269458
1978-09-28,26018694.536491062
1978-09-29,26134304.09047902
1978-10-02,26221364.20386303
1978-10-03,26149245.24795636
1978-10-04,26234137.78266718
1978-10-05,26272594.773825705
1978-10-06,26372815.603861243
1978-10-09,26641091.187144246
1978-10-10,26628503.007420942
1978-10-11,26901772.8591331
1978-10-12,26860783.793566864
1978-10-13,26790201.438933708
1978-10-16,26163393.644832157
1978-10-17,25805100.23382651
1978-10-18,25578054.584222246
1978-10-19,25253082.183164306
1978-10-20,24873318.6185042
1978-10-23,24945976.612228688
1978-10-24,24807309.453765854
1978-10-25,24748443.094804388
1978-10-26,24313924.63752596
1978-10-27,23858296.609987695
1978-10-30,23834024.92144718
1978-10-31,23236509.161182817
1978-11-01,24612869.01126576
1978-11-02,24597700.227673866
1978-11-03,24605934.138369914
1978-11-06,24614206.70876731
1978-11-07,24622549.36661391
1978-11-08,24630962.134934705
1978-11-09,24639225.151457746
1978-11-10,24647211.91570189
1978-11-13,24654948.481697734
1978-11-14,24662750.75379793
1978-11-15,24670302.059317615
1978-11-16,24677991.5688868
1978-11-17,24685511.25997128
1978-11-20,24693241.738591384
1978-11-21,24701534.655524395
1978-11-22,24709649.994148884
1978-11-24,24717975.456497423
1978-11-27,24726393.817097228
1978-11-28,24734959.071691003
1978-11-29,24743401.23762896
1978-11-30,24751873.319646925
1978-12-01,24760203.982160054
1978-12-04,24683882.659448266
1978-12-05,24964491.25554359
1978-12-06,24979076.068083797
1978-12-07,24812424.767109193
1978-12-08,24684492.276491422
1978-12-11,24819394.307378884
1978-12-12,24658048.905038133
1978-12-13,24430472.1632918
1978-12-14,24458964.316521633
1978-12-15,24216304.0326134
1978-12-18,23547185.948392164
1978-12-19,23735520.23524114
1978-12-20,23818437.960655816
1978-12-21,23828386.35913776
1978-12-22,24309947.76550909
1978-12-26,24604309.945930157
1978-12-27,24405311.45409289
1978-12-28,24251354.939465698
1978-12-29,24226135.292351544
1979-01-02,24356757.051201932
1979-01-03,24619970.91180068
1979-01-04,24821697.835288428
1979-01-05,24965474.34393625
1979-01-08,24887552.198377557
1979-01-09,25026288.184467282
1979-01-10,24890419.236304145
1979-01-11,24978769.319530338
1979-01-12,25193078.929741446
1979-01-15,25389747.614220742
1979-01-16,25085082.87339661
1979-01-17,25095330.553975057
1979-01-18,25160998.679062918
1979-01-19,25173762.02697278
1979-01-22,25216755.99470371
1979-01-23,25398302.329071313
1979-01-24,25292660.024977818
1979-01-25,25557335.71470998
1979-01-26,25731314.28025874
1979-01-29,25658412.85968625
1979-01-30,25537649.330567468
1979-01-31,25260702.41398293
1979-02-01,25273461.62637842
1979-02-02,25229824.121160377
1979-02-05,24791846.71415185
1979-02-06,24703217.303341057
1979-02-07,24339364.64694306
1979-02-08,24463011.55218467
1979-02-09,24488340.138764206
1979-02-12,24566390.7697816
1979-02-13,24768062.244298458
1979-02-14,24739601.570215303
1979-02-15,24707018.38296451
1979-02-16,24710028.796215776
1979-02-20,24900843.112053785
1979-02-21,24768784.73130221
1979-02-22,24508491.21915712
1979-02-23,24354042.70017616
1979-02-26,24356772.213632695
1979-02-27,23995139.25177673
1979-02-28,24064972.522741634
1979-03-01,24219851.675675463
1979-03-02,24254691.72868091
1979-03-05,24614703.15558361
1979-03-06,24523772.263237752
1979-03-07,24728184.3529745
1979-03-08,25011111.80429153
1979-03-09,24987860.60158
1979-03-12,25033825.848830882
1979-03-13,25077744.844187435
1979-03-14,25032324.947057158
1979-03-15,25040472.80732331
1979-03-16,25280073.547793258
1979-03-19,25386423.6392128
1979-03-20,25233053.28119214
1979-03-21,25422373.723920785
1979-03-22,25544690.569082174
1979-03-23,25529143.39113873
1979-03-26,25403104.2421237
1979-03-27,25780313.600325763
1979-03-28,25754292.172581878
1979-03-29,25749332.301053874
1979-03-30,25564391.229937408
1979-04-02,25405856.95797439
1979-04-03,25798021.380758535
1979-04-04,25877914.682309687
1979-04-05,26063206.282371555
1979-04-06,25998836.537978414
1979-04-09,25873474.77901031
1979-04-10,25946378.71054878
1979-04-11,25644568.190300878
1979-04-12,25568929.221925147
1979-04-16,25384465.856802672
1979-04-17,25462813.30664695
1979-04-18,25595341.94873696
1979-04-19,25492567.838899124
1979-04-20,25420554.899930395
1979-04-23,25488915.416860003
1979-04-24,25602354.067185424
1979-04-25,25695094.511080887
1979-04-26,25513301.778465167
1979-04-27,25385619.88553355
1979-04-30,25343556.79608129
1979-05-01,25310103.12258342
1979-05-02,25352930.86316896
1979-05-03,25315615.916319218
1979-05-04,25022198.25461959
1979-05-07,24619258.86902501
1979-05-08,24674018.4554101
1979-05-09,24779229.12881734
1979-05-10,24546263.557231795
1979-05-11,24579102.52912692
1979-05-14,24540328.74311473
1979-05-15,24531351.645048976
1979-05-16,24618666.60432066
1979-05-17,25108709.057970524
1979-05-18,25123439.995619692
1979-05-21,25174316.735008974
1979-05-22,25408065.70144882
1979-05-23,25378986.064189736
1979-05-24,25406378.81567089
1979-05-25,25557393.64755708
1979-05-29,25535419.311451625
1979-05-30,25296064.127557725
1979-05-31,25214232.48901612
1979-06-01,25254661.703660328
1979-06-04,25290049.136631556
1979-06-05,25681962.467187498
1979-06-06,25935446.32973846
1979-06-07,26190706.928275734
1979-06-08,26101551.549227174
1979-06-11,26155709.510698576
1979-06-12,26639002.37887618
1979-06-13,26441365.604810674
1979-06-14,26351111.41714482
1979-06-15,26178417.038532965
1979-06-18,26074558.905436825
1979-06-19,26081392.11359926
1979-06-20,26112157.22810608
1979-06-21,26246737.53086086
1979-06-22,26306426.666827016
1979-06-25,26263103.544483714
1979-06-26,26336356.785288706
1979-06-27,26525378.851419054
1979-06-28,26661423.02600006
1979-06-29,26674755.806946956
1979-07-02,26537245.55465962
1979-07-03,26547955.01860152
1979-07-05,26592736.26459065
1979-07-06,26863072.370504342
1979-07-09,27026731.379098706
1979-07-10,26862222.700515795
1979-07-11,26640544.666313466
1979-07-12,26434091.922180884
1979-07-13,26358161.147999674
1979-07-16,26396822.346618116
1979-07-17,26135273.555146392
1979-07-18,26068747.316458415
1979-07-19,26033687.414543774
1979-07-20,26186294.068529878
1979-07-23,26060354.262205943
1979-07-24,26109124.250087786
1979-07-25,26506213.282828372
1979-07-26,26545516.56989605
1979-07-27,26465686.17408539
1979-07-30,26476080.059719443
1979-07-31,26677403.1432128
1979-08-01,26802771.79324502
1979-08-02,26917343.729954675
1979-08-03,26887225.57883907
1979-08-06,26982982.519005887
1979-08-07,27326187.114823952
1979-08-08,27378515.835251313
1979-08-09,27190673.969949685
1979-08-10,27373543.46568073
1979-08-13,27645448.91532958
1979-08-14,27704654.29442332
1979-08-15,27858117.134477925
1979-08-16,27817067.939742833
1979-08-17,27852940.519892592
1979-08-20,27983647.385965385
1979-08-21,27968566.078482937
1979-08-22,27989616.354790237
1979-08-23,27881196.44879893
1979-08-24,27712099.819119446
1979-08-27,27898906.129735366
1979-08-28,27809391.900382675
1979-08-29,27827830.606188226
1979-08-30,27703410.62600568
1979-08-31,27726056.185938183
1979-09-04,27132555.941460162
1979-09-05,26872694.736867376
1979-09-06,26933801.21129783
1979-09-07,27153629.662821423
1979-09-10,27260465.82422657
1979-09-11,27286000.33596985
1979-09-12,27277732.890869297
1979-09-13,27216592.030430548
1979-09-14,27530571.60738644
1979-09-17,27427160.005758174
1979-09-18,27234688.767921895
1979-09-19,27391326.711240765
1979-09-20,27983403.366227027
1979-09-21,28024655.351741653
1979-09-24,27684768.570864834
1979-09-25,27738299.10770543
1979-09-26,27741581.550409485
1979-09-27,27668690.735666502
1979-09-28,27444810.140191913
1979-10-01,27147573.034293905
1979-10-02,27474726.495787784
1979-10-03,27424223.665720776
1979-10-04,27432713.076300163
1979-10-05,27673777.86075942
1979-10-08,27319709.26874512
1979-10-09,25974412.671424516
1979-10-10,25392976.246895682
1979-10-11,25207289.949931737
1979-10-12,25105030.843393363
1979-10-15,24601971.785975877
1979-10-16,24622240.644218978
1979-10-17,24776413.528602716
1979-10-18,24514345.100276247
1979-10-19,23640695.59184734
1979-10-22,23052258.686015442
1979-10-23,22871308.22557822
1979-10-24,23169141.076530658
1979-10-25,22866411.461879507
1979-10-26,23425243.939216547
1979-10-29,23321703.5686289
1979-10-30,23808303.15477152
1979-10-31,23657296.711768158
1979-11-01,23733128.463146362
1979-11-02,23713854.12742962
1979-11-05,23562184.575419456
1979-11-06,23426403.33210296
1979-11-07,23129539.641978726
1979-11-08,23232002.770646032
1979-11-09,23511429.00295172
1979-11-12,23970087.098013263
1979-11-13,23845640.693225197
1979-11-14,23952616.460987728
1979-11-15,24125382.755321007
1979-11-16,24053115.563420217
1979-11-19,24157817.710693676
1979-11-20,24040173.05995168
1979-11-21,24090420.32067486
1979-11-23,24272250.923305947
1979-11-26,24760359.169884197
1979-11-27,24667468.937781535
1979-11-28,24760801.564569023
1979-11-29,24774724.30661816
1979-11-30,24632106.91165294
1979-12-03,24562094.317481253
1979-12-04,24784747.339936413
1979-12-05,24893958.009370655
1979-12-06,25068958.296247814
1979-12-07,24964905.976993293
1979-12-10,25003786.435786683
1979-12-11,24967800.82093128
1979-12-12,24979461.02709612
1979-12-13,25018343.508760627
1979-12-14,25306775.19639714
1979-12-17,25404632.79047218
1979-12-18,25175802.457610577
1979-12-19,25157956.441671178
1979-12-20,25176411.128989026
1979-12-21,25026463.703990728
1979-12-24,25047999.280106552
1979-12-26,25081030.170378998
1979-12-27,25127860.086362634
1979-12-28,25105691.561074384
1979-12-31,25134123.416603427
1980-01-02,24638190.088333517
1980-01-03,24519442.04248403
1980-01-04,24823864.00311869
1980-01-07,24895994.92350425
1980-01-08,25393586.988136295
1980-01-09,25422007.607283093
1980-01-10,25620606.4707723
1980-01-11,25632921.008515693
1980-01-14,25744126.148594376
1980-01-15,25924322.014099646
1980-01-16,25909033.34842967
1980-01-17,25833950.40797638
1980-01-18,25924453.855745092
1980-01-21,26166737.50406758
1980-01-22,26036459.84120945
1980-01-23,26485711.16127471
1980-01-24,26550899.46687765
1980-01-25,26535599.700902957
1980-01-28,26826156.20670103
1980-01-29,26652170.971391298
1980-01-30,26917425.169722527
1980-01-31,26683646.244588017
1980-02-01,26909804.026404243
1980-02-04,26742714.60468011
1980-02-05,26814794.205285396
1980-02-06,27063940.636248484
1980-02-07,27198097.79265368
1980-02-08,27587509.38920402
1980-02-11,27402012.93455293
1980-02-12,27586754.015685692
1980-02-13,27716300.12454077
1980-02-14,27326138.339010987
1980-02-15,27030275.512029372
1980-02-19,26849402.371238578
1980-02-20,27284814.171690155
1980-02-21,27016554.211223595
1980-02-22,26966757.647746604
1980-02-25,26578934.46050088
1980-02-26,26731176.515708167
1980-02-27,26368654.68669674
1980-02-28,26367162.941990186
1980-02-29,26673807.50421043
1980-03-03,26412478.699286424
1980-03-04,26482282.694406684
1980-03-05,26108290.04530392
1980-03-06,25543456.972228505
1980-03-07,25146497.103268247
1980-03-10,25062268.170736942
1980-03-11,25359746.598088086
1980-03-12,25155946.81864204
1980-03-13,24873967.250562355
1980-03-14,24835732.447800525
1980-03-17,24112274.96879849
1980-03-18,24540827.27199201
1980-03-19,24594567.388988588
1980-03-20,24326401.880979273
1980-03-21,24142390.237038523
1980-03-24,23440363.461565446
1980-03-25,23424763.96021952
1980-03-26,23311104.951629154
1980-03-27,23209115.980364412
1980-03-28,23788855.81983105
1980-03-31,24123432.772145327
1980-04-01,24149832.211482737
1980-04-02,24151174.864970133
1980-04-03,24164548.066093247
1980-04-07,24177460.20676963
1980-04-08,24190437.961250022
1980-04-09,24203279.95126547
1980-04-10,24216120.35175672
1980-04-11,24228706.446206305
1980-04-14,24241172.41482522
1980-04-15,24253627.887106292
1980-04-16,24265818.652994987
1980-04-17,24278015.546411227
1980-04-18,24289963.4597874
1980-04-21,24301686.963796772
1980-04-22,24312833.4185739
1980-04-23,24323778.389886793
1980-04-24,24334642.03768507
1980-04-25,24345424.171481363
1980-04-28,24355508.357974302
1980-04-29,24365369.978413507
1980-04-30,24374929.398125447
1980-05-01,24384466.26787627
1980-05-02,24883792.909859557
1980-05-05,25172460.482745226
1980-05-06,25714989.03948137
1980-05-07,25697563.42490895
1980-05-08,25138468.76353615
1980-05-09,24642021.946918987
1980-05-12,24673029.748518065
1980-05-13,25278674.97169496
1980-05-14,25394332.702912454
1980-05-15,25181225.506596487
1980-05-16,25178959.63783385
1980-05-19,25035160.954994533
1980-05-20,25490842.415118802
1980-05-21,25725671.847041022
1980-05-22,25996710.9822882
1980-05-23,26743695.797184438
1980-05-27,26759010.002739325
1980-05-28,26681794.58809163
1980-05-29,26041675.130277634
1980-05-30,26252175.160170875
1980-06-02,26064869.943238825
1980-06-03,26253547.07064346
1980-06-04,26885100.117110506
1980-06-05,27008985.71064764
1980-06-06,27449288.404577352
1980-06-09,27713624.22418527
1980-06-10,27777618.80603297
1980-06-11,28304754.650769144
1980-06-12,28499902.554495633
1980-06-13,28607819.38755591
1980-06-16,28763677.579931725
1980-06-17,28719193.89084073
1980-06-18,28652128.99748469
1980-06-19,28289441.6660776
1980-06-20,28279309.571365397
1980-06-23,28154581.054709837
1980-06-24,28216503.000167623
1980-06-25,28393027.63692609
1980-06-26,28131383.448058415
1980-06-27,27789715.871562272
1980-06-30,27312628.546693873
1980-07-01,27408178.042446215
1980-07-02,27483454.077396788
1980-07-03,28214589.431818493
1980-07-07,28109123.043861553
1980-07-08,28198697.700144097
1980-07-09,28149090.30851714
1980-07-10,27792825.9944324
1980-07-11,27883315.104528435
1980-07-14,28321839.473570522
1980-07-15,28438117.323249586
1980-07-16,28692159.483649027
1980-07-17,28877345.64858216
1980-07-18,29038116.481895965
1980-07-21,29288121.91537444
1980-07-22,29131510.690597307
1980-07-23,29178690.047647852
1980-07-24,28944009.788623907
1980-07-25,28523870.199279618
1980-07-28,28505915.042749226
1980-07-29,28752513.22421826
1980-07-30,28578920.53273451
1980-07-31,28059010.56179946
1980-08-01,27956283.19161931
1980-08-04,28041276.28139079
1980-08-05,27972702.46872151
1980-08-06,27994479.457204446
1980-08-07,28551274.602889974
1980-08-08,28358534.244475883
1980-08-11,28379458.935734924
1980-08-12,28243277.60170667
1980-08-13,28283470.684635956
1980-08-14,28715333.754556116
1980-08-15,28892395.17625783
1980-08-18,27936804.681419875
1980-08-19,27580441.945608113
1980-08-20,27876810.493119705
1980-08-21,28126358.03078756
1980-08-22,28533328.696554046
1980-08-25,27924938.43912349
1980-08-26,27817079.54541201
1980-08-27,27123508.298539147
1980-08-28,26468123.51538454
1980-08-29,27059735.870125413
1980-09-02,27732990.295510296
1980-09-03,28616218.30489223
1980-09-04,28331120.828417607
1980-09-05,28132697.869251072
1980-09-08,27679572.428996757
1980-09-09,28008615.189759053
1980-09-10,28251856.487806924
1980-09-11,28144835.020666126
1980-09-12,28039751.277218238
1980-09-15,27682726.019027553
1980-09-16,28078681.6040491
1980-09-17,28456692.623822868
1980-09-18,28423463.340061918
1980-09-19,28938518.47811386
1980-09-22,28628394.05203913
1980-09-23,28306000.040875383
1980-09-24,28529154.42860223
1980-09-25,27913344.269549478
1980-09-26,27273571.183157712
1980-09-29,26562135.704239234
1980-09-30,27297008.607882023
1980-10-01,27779035.560610592
1980-10-02,27910984.5427491
1980-10-03,28842995.11914227
1980-10-06,29461400.25136945
1980-10-07,29170669.665372983
1980-10-08,29176179.126697462
1980-10-09,29251365.20431547
1980-10-10,29007030.546217363
1980-10-13,29373029.907271437
1980-10-14,29518664.99067299
1980-10-15,30017365.493657954
1980-10-16,29397996.999384273
1980-10-17,28996108.994790487
1980-10-20,29216098.153974134
1980-10-21,28950157.20088004
1980-10-22,28664880.99508131
1980-10-23,28251503.692455746
1980-10-24,28451691.657293312
1980-10-27,27422515.5054951
1980-10-28,27163744.057853185
1980-10-29,26890362.361103237
1980-10-30,26552018.187472913
1980-10-31,26828861.577559207
1980-11-03,27175246.60474104
1980-11-05,27645913.41909275
1980-11-06,27144680.572331898
1980-11-07,27205757.251829844
1980-11-10,27273106.26409932
1980-11-11,27649818.871434584
1980-11-12,28350519.18144786
1980-11-13,28752288.626946308
1980-11-14,28894846.426731404
1980-11-17,29024862.617835987
1980-11-18,29437060.07294433
1980-11-19,29307867.010645963
1980-11-20,29592548.208800282
1980-11-21,29327487.009668402
1980-11-24,29161920.31741301
1980-11-25,29379713.369470146
1980-11-26,29559874.376336552
1980-11-28,29637611.422716964
1980-12-01,28950326.849955738
1980-12-02,28904752.5733018
1980-12-03,28855001.048972137
1980-12-04,28811517.767890144
1980-12-05,28304018.038270976
1980-12-08,27593784.889094505
1980-12-09,27571234.444716588
1980-12-10,27111841.84130063
1980-12-11,26928363.027338542
1980-12-12,27323856.093098946
1980-12-15,27374467.009630706
1980-12-16,27619459.710140444
1980-12-17,28102715.67414081
1980-12-18,28130315.133763447
1980-12-19,28281582.809022225
1980-12-22,28726660.350007392
1980-12-23,28630302.440761648
1980-12-24,28758128.66177799
1980-12-26,28909215.281440355
1980-12-29,28588669.816500276
1980-12-30,28657277.520717103
1980-12-31,28753374.49515195
1981-01-02,28881193.789083682
1981-01-05,29673869.845694397
1981-01-06,29770489.148647796
1981-01-07,28693223.45174129
1981-01-08,28313420.506218743
1981-01-09,28051395.870113213
1981-01-12,28266027.805486884
1981-01-13,28091351.037946966
1981-01-14,28127693.973020993
1981-01-15,28142792.08749274
1981-01-16,28398115.1794467
1981-01-19,28159728.79593287
1981-01-20,27808647.278860975
1981-01-21,27327354.474210277
1981-01-22,26946072.07581635
1981-01-23,26982718.01148343
1981-01-26,27129723.369888756
1981-01-27,27347594.702936877
1981-01-28,27126567.389108483
1981-01-29,27060566.783088986
1981-01-30,27097534.08771656
1981-02-02,26305557.458563432
1981-02-03,26616548.255763363
1981-02-04,26648361.87064146
1981-02-05,26867542.861971375
1981-02-06,27072303.356206875
1981-02-09,26803501.765411664
1981-02-10,26802368.646916244
1981-02-11,26601519.586740077
1981-02-12,26450089.194376133
1981-02-13,26352194.624186832
1981-02-17,26528134.776542004
1981-02-18,26671128.414605226
1981-02-19,26291163.134002604
1981-02-20,26290040.3336387
1981-02-23,26453625.6682576
1981-02-24,26464262.629796587
1981-02-25,26701960.96187309
1981-02-26,27032299.899571225
1981-02-27,27278216.42758486
1981-03-02,27435594.502610415
1981-03-03,27142088.81019615
1981-03-04,27208883.150676712
1981-03-05,27022439.96959744
1981-03-06,27011003.94112534
1981-03-09,27277499.66494939
1981-03-10,27146647.514687948
1981-03-11,27046675.91381798
1981-03-12,27718747.74634679
1981-03-13,27707291.583743617
1981-03-16,28035528.384884886
1981-03-17,27884071.34090419
1981-03-18,27950844.09732262
1981-03-19,27799390.070475075
1981-03-20,27932415.074362364
1981-03-23,28272986.499961097
1981-03-24,28065194.753303073
1981-03-25,28578813.87953572
1981-03-26,28408546.982155386
1981-03-27,28075653.9711294
1981-03-30,28003393.326564986
1981-03-31,28366888.61890031
1981-04-01,28490606.526379105
1981-04-02,28443354.280270014
1981-04-03,28275176.428875625
1981-04-06,27954800.36161
1981-04-07,27955514.61411272
1981-04-08,28043790.94206062
1981-04-09,28123726.546320114
1981-04-10,28095244.431672942
1981-04-13,27816577.467427995
1981-04-14,27723471.88572111
1981-04-15,28039003.228203956
1981-04-16,28154377.779498976
1981-04-20,28315615.868963733
1981-04-21,28066135.18500607
1981-04-22,28052248.4124183
1981-04-23,28015428.41882154
1981-04-24,28270481.942119837
1981-04-27,28346234.022735294
1981-04-28,28111349.937552057
1981-04-29,27849368.55844427
1981-04-30,27804209.918322302
1981-05-01,27790326.04083795
1981-05-04,27367823.724515993
1981-05-05,27299744.181323294
1981-05-06,27400527.801847126
1981-05-07,27590954.046227932
1981-05-08,27593749.510216817
